REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR,REACTOME_ADAPTIVE_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_COLLAGEN_FORMATION,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ELASTIC_FIBRE_FORMATION,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FIBRONECTIN_MATRIX_FORMATION,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,REACTOME_HEMOSTASIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,REACTOME_COLLAGEN_FORMATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,REACTOME_COLLAGEN_FORMATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,REACTOME_ELASTIC_FIBRE_FORMATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,REACTOME_COLLAGEN_FORMATION,REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_LAMININ_INTERACTIONS,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SYNDECAN_INTERACTIONS,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ECM_PROTEOGLYCANS,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION,REACTOME_COLLAGEN_FORMATION,REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,REACTOME_SIGNALING_BY_NOTCH1,REACTOME_SIGNALING_BY_NOTCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SIGNALING_BY_NOTCH1,REACTOME_SIGNALING_BY_NOTCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SIGNALING_BY_NOTCH1_IN_CANCER,REACTOME_SIGNALING_BY_NOTCH1,REACTOME_SIGNALING_BY_NOTCH,REACTOME_DISEASE,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SIGNALING_BY_NOTCH3,REACTOME_SIGNALING_BY_NOTCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,REACTOME_SIGNALING_BY_NOTCH3,REACTOME_SIGNALING_BY_NOTCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,REACTOME_SIGNALING_BY_NOTCH3,REACTOME_SIGNALING_BY_NOTCH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NONCANONICAL_ACTIVATION_OF_NOTCH3,REACTOME_SIGNALING_BY_NOTCH3,REACTOME_SIGNALING_BY_NOTCH,REACTOME_DISEASE,REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS,REACTOME_METABOLISM_OF_LIPIDS,REACTOME_TRIGLYCERIDE_METABOLISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SIGNAL_ATTENUATION,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SOS_MEDIATED_SIGNALLING,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_IRS_MEDIATED_SIGNALLING,REACTOME_DISEASE,REACTOME_SIGNALING_BY_NTRKS,REACTOME_SIGNALING_BY_NTRK1_TRKA,REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,REACTOME_SIGNALING_BY_FGFR_IN_DISEASE,REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_FGFR,REACTOME_IRS_MEDIATED_SIGNALLING,REACTOME_DISEASE,REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION,REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION,REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2,REACTOME_PI_3K_CASCADE:FGFR2,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2,REACTOME_SHC_MEDIATED_CASCADE:FGFR2,REACTOME_FRS_MEDIATED_FGFR2_SIGNALING,REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING,REACTOME_SIGNALING_BY_FGFR2,REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,
REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_FGFR,REACTOME_IRS_MEDIATED_SIGNALLING,REACTOME_DISEASE,REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING,REACTOME_SIGNALING_BY_FGFR1,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_IRS_MEDIATED_SIGNALLING,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FGFR1B_LIGAND_BINDING_AND_ACTIVATION,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,REACTOME_SIGNALING_BY_FGFR_IN_DISEASE,REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_FGFR,REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION,REACTOME_IRS_MEDIATED_SIGNALLING,REACTOME_DISEASE,REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1,REACTOME_SHC_MEDIATED_CASCADE:FGFR1,REACTOME_PI_3K_CASCADE:FGFR1,REACTOME_FRS_MEDIATED_FGFR1_SIGNALING,REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING,REACTOME_SIGNALING_BY_FGFR1,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,
REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,REACTOME_SIGNALING_BY_FGFR_IN_DISEASE,REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_FGFR2C_LIGAND_BINDING_AND_ACTIVATION,REACTOME_SIGNALING_BY_FGFR,REACTOME_IRS_MEDIATED_SIGNALLING,REACTOME_DISEASE,REACTOME_FGFR2_MUTANT_RECEPTOR_ACTIVATION,REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION,REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION,REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR2,REACTOME_PHOSPHOLIPASE_C_MEDIATED_CASCADE_FGFR4,REACTOME_PI_3K_CASCADE:FGFR2,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2,REACTOME_SHC_MEDIATED_CASCADE:FGFR2,REACTOME_FRS_MEDIATED_FGFR2_SIGNALING,REACTOME_SHC_MEDIATED_CASCADE:FGFR3,REACTOME_FRS_MEDIATED_FGFR3_SIGNALING,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3,REACTOME_PI_3K_CASCADE:FGFR3,REACTOME_FRS_MEDIATED_FGFR4_SIGNALING,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4,REACTOME_SHC_MEDIATED_CASCADE:FGFR4,REACTOME_PI_3K_CASCADE:FGFR4,REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING,REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING,REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING,REACTOME_SIGNALING_BY_FGFR1,REACTOME_SIGNALING_BY_FGFR2,REACTOME_SIGNALING_BY_FGFR3,REACTOME_SIGNALING_BY_FGFR4,REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES
REACTOME_FGFR1C_LIGAND_BINDING_AND_ACTIVATION,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,REACTOME_SIGNALING_BY_FGFR_IN_DISEASE,REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_FGFR,REACTOME_FGFR1_LIGAND_BINDING_AND_ACTIVATION,REACTOME_IRS_MEDIATED_SIGNALLING,REACTOME_DISEASE,REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION,REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1,REACTOME_SHC_MEDIATED_CASCADE:FGFR1,REACTOME_PI_3K_CASCADE:FGFR1,REACTOME_FRS_MEDIATED_FGFR1_SIGNALING,REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING,REACTOME_SIGNALING_BY_FGFR1,REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,
REACTOME_SHC_MEDIATED_CASCADE:FGFR1,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_FGFR,REACTOME_DISEASE,REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1,REACTOME_SIGNALING_BY_FGFR1,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PI_3K_CASCADE:FGFR1,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_FGFR,REACTOME_IRS_MEDIATED_SIGNALLING,REACTOME_DISEASE,REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1,REACTOME_SIGNALING_BY_FGFR1,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PI_3K_CASCADE:FGFR2,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_FGFR,REACTOME_IRS_MEDIATED_SIGNALLING,REACTOME_DISEASE,REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2,REACTOME_SIGNALING_BY_FGFR2,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SHC_MEDIATED_CASCADE:FGFR2,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_FGFR,REACTOME_DISEASE,REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2,REACTOME_SIGNALING_BY_FGFR2,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SHC_MEDIATED_CASCADE:FGFR3,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_FGFR,REACTOME_DISEASE,REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2,REACTOME_SHC_MEDIATED_CASCADE:FGFR2,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3,REACTOME_SIGNALING_BY_FGFR2,REACTOME_SIGNALING_BY_FGFR3,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PI_3K_CASCADE:FGFR3,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_FGFR,REACTOME_IRS_MEDIATED_SIGNALLING,REACTOME_DISEASE,REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_PI_3K_CASCADE:FGFR2,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR2,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR3,REACTOME_SIGNALING_BY_FGFR2,REACTOME_SIGNALING_BY_FGFR3,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SHC_MEDIATED_CASCADE:FGFR4,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_FGFR,REACTOME_DISEASE,REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4,REACTOME_SIGNALING_BY_FGFR4,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PI_3K_CASCADE:FGFR4,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_FGFR,REACTOME_IRS_MEDIATED_SIGNALLING,REACTOME_DISEASE,REACTOME_PI3K_AKT_SIGNALING_IN_CANCER,REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR4,REACTOME_SIGNALING_BY_FGFR4,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_IRS_ACTIVATION,REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK,REACTOME_SIGNALING_BY_INSULIN_RECEPTOR,REACTOME_SIGNAL_ATTENUATION,REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
